Date	Type	Raion	Location	Name	Question	TypeQuestion	Answer
2014-02-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a question	textaria	
2014-02-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a feedback	textaria	Luna aceasta am avut multe activităţi, copii, mături. Vă felicităm  cu sărbători de primăvară, succese, realizări, sănătate!!!!!!!!!!!!
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of all new unique users to library 	numeric	9
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unique users of each gender (female) 	numeric	7
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unic users of each gender (male)	numeric	2
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	0-16 years	numeric	6
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	17-30 year	numeric	2
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	31-57 year	numeric	1
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	58 - ... year	numeric	0
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of physical visits during this month 	numeric	420
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Does your library have a web page either on your own site or on social media?	dropdown	No
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	If answered yes to previous question, indicate number of visits.	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using Novateca workstations 	numeric	35
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using  non-Novateca workstations 	numeric	0
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of loans of library materials 	numeric	25
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of event visitors/persons	numeric	55
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	New services and activities, including on computers  	textaria	Teme pe acasa.  Crearea si completarea tabelelor-5.  Folosirea instrumentelor grafice-Paint-10ex.  Skipe-5p.
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	How many people work in the library? Please include all staff members (librarians & support).	numeric	5
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of consultations	numeric	226
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Communication	numeric	35
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Education	numeric	50
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Culture and Leisure	numeric	88
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Electronic Governance	numeric	0
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Health	numeric	33
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Economic Development	numeric	15
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Digital Inclusion	numeric	5
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Other consultations	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of each training 	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The total hours per training	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The group of the participants	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories (max. 1000 symbols)	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a question	textaria	Va  dorim  un  Paste  Fericit!
2014-03-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a feedback	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of all new unique users to library 	numeric	7
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unique users of each gender (female) 	numeric	2
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unic users of each gender (male)	numeric	5
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	0-16 years	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	17-30 year	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	31-57 year	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	58 - ... year	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of physical visits during this month 	numeric	337
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Does your library have a web page either on your own site or on social media?	dropdown	No
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	If answered yes to previous question, indicate number of visits.	numeric	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using Novateca workstations 	numeric	100
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using  non-Novateca workstations 	numeric	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of loans of library materials 	numeric	56
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of event visitors/persons	numeric	75
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	New services and activities, including on computers  	textaria	Skipe-10pers.,exel-5pers.,Google-25pers.,tabele word-10p.
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	How many people work in the library? Please include all staff members (librarians & support).	numeric	5
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of consultations in June	numeric	165
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Communication	numeric	23
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Education	numeric	30
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Culture and Leisure	numeric	22
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Electronic Governance	numeric	15
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Health	numeric	15
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Economic Development	numeric	5
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Digital Inclusion	numeric	55
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Other consultations	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of each training 	text	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The total hours per training	numeric	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The group of the participants	text	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	0
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories (max. 1000 symbols)	textaria	"""'Un sat curat''                      Pentru a adoua oară consecutiv, am arătat că ne pasă de natură şi de ţara în care locuim şi am ieşit la curăţenie cu mic cu mare, în data de 24 aprilie 2014, într-o zi însorită de vinerea.\n     Ne-am adunat în curtea şcolii pentru a merge prin tot sat. Elevi din clasele a V-a, a VI-a, a VII-a, a VIII-a şi a 9-a, însoţiţi de câţiva părinţi şi bunici voluntari, precum şi de cadre didactice,APL, am plecat cu toţii către sectorul ce ne-a fost repartizat, înarmaţi”cu mănuşi de plastic, saci pentru gunoi şi chef de muncă.\n      După câteva ore, au rămas în urma noastră sacii plini de gunoi pentru a fi luaţi de cei de la Salubrizare. Avem sentimentul şi mândria ca am putut fi utili şi că avem ce să învăţăm implicându-ne în astfel de activităţi. Autor:Marina Sava,biblioteca publica com. Cucoara. Telefon:079896468 E-mail-bibliotecacucoara@gmail.com."
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	photo.php
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a question	textaria	
2014-04-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a feedback	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of all new unique users to library 	numeric	7
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unique users of each gender (female) 	numeric	5
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of registered/unic users of each gender (male)	numeric	2
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	0-16 years	numeric	7
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	17-30 year	numeric	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	31-57 year	numeric	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	58 - ... year	numeric	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of physical visits during this month 	numeric	415
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Does your library have a web page either on your own site or on social media?	dropdown	No
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	If answered yes to previous question, indicate number of visits.	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using Novateca workstations 	numeric	25
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of unique individuals using  non-Novateca workstations 	numeric	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of loans of library materials 	numeric	10
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of event visitors/persons	numeric	35
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	New services and activities, including on computers  	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	How many people work in the library? Please include all staff members (librarians & support).	numeric	1
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of consultations in June	numeric	168
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Communication	numeric	15
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Education	numeric	55
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Culture and Leisure	numeric	43
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Electronic Governance	numeric	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Health	numeric	15
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Economic Development	numeric	5
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Digital Inclusion	numeric	35
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Other consultations	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of each training 	text	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The total hours per training	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	The group of the participants	text	0
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Topic/title of training	text	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training, start	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Date of training end	datepiker	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Total number of hours per training, duration in hours	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Number of trained persons	numeric	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Target group of participants	text	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Partners, contributions	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories (max. 1000 symbols)	textaria	O zi cu mult soare, culoare si buna dispozitie- Ziua familiei la Cucoara!\n       Ziua Internaţională a Familiei este o ocazie de a celebra conexiunile dintre toţi membrii constelaţiei care formează familia. Este, de asemenea, o oportunitate de a reflecta asupra felului în care acestea sunt afectate de schimbările sociale şi economice – şi asupra a ce putem face noi pentru a consolida familiile\n        Biblioteca comunala in parteneriat cu primaria si gradinita comunei, au organizat  in aer liber  un cocncurs, in care si-au propus sa aduca impreuna copii, parinti, bunici pentru a desfasura diverse activitati creative si de echipa. Aceasta  actiune va implica intreaga familie iar accentul va fi pus pe activitatile in echipa mama-copil, bunica-nepot dar incurajam si de aceasta data participarea intregii familii, organizand diferite competitii distractive intre familii, cu elemente educationale de ecologie si stil de viata sanatos.    autor: Sava Marina, biblioteca publica sat.Cucoara. Email.bibliotecacucoara@gmailcom.tel:029951443.
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	103902855241489743743841362519066272987525n.jpg;10011523524143561041592206288443377600482n.jpg;100039245241421377084016740292789312162767n.jpg
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Success stories	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload photos	file	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Upload other documents	file	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a question	textaria	
2014-05-01	rural	Cahul	Cucoara	Biblioteca Publica Cucoara	Add a feedback	textaria	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of all unique users to library 	numeric	1171
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of registered/unique users of each gender (female) 	numeric	801
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of registered/unic users of each gender (male)	numeric	370
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	0-16 years	numeric	569
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	17-30 year	numeric	285
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	31-57 year	numeric	182
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	58 - ... year	numeric	135
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of physical visits during this month 	numeric	1525
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total of virtual visits  	numeric	800
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of unique individuals using Novateca workstations 	numeric	350
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of unique individuals using  non-Novateca workstations 	numeric	3
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of loans of library materials 	numeric	1024
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of event visitors/persons	numeric	117
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	New services and activities, including on computers  	textaria	concursuri  de 3 ori au avut loc. Web design, scanari si trimitere pe mail a unor carti. Numarul de persoane implicate = 15
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of consultations in June	numeric	117
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Topic, area of consultation 	textaria	Cultura, știință, divertisment. incluziune digitala.
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Topic/title of each training 	text	Crearea unui web site pe hosting gratuit si plasarea pe acesta anunțuri de imobil.
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training, start	datepiker	2013-12-06
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training end	datepiker	2013-12-06
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	The total hours per training	numeric	3
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of trained persons	numeric	7
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	The group of the participants	text	Colea N, Kiril M., Larisa S, Melenti M., Volociai V, Uzun C, Korolenco A.
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Partners, contributions	textaria	Administrația Palatului Cultura Cahul
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Topic/title of training	text	Cursuri IT.  Creare conturilor in rețele de socializare, Crearea unui blog. Recapitulare.
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training, start	datepiker	2013-12-14
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training end	datepiker	2013-12-14
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of hours per training, duration in hours	numeric	6
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of trained persons	numeric	12
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Target group of participants	text	Ivascu A, Dachii L, Maslenicova R,  Dermengi R., Caraman A., etc.
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Partners, contributions	textaria	Consiliul Raional Cahul, Administrația locală
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Topic/title of training	text	Tradiții și obiceiuri străbune.”Cling, cling,se aude căluțul și sună clopoțelul ”
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training, start	datepiker	2013-12-27
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Date of training end	datepiker	2013-12-27
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of hours per training, duration in hours	numeric	4
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of trained persons	numeric	12
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Target group of participants	text	copii cl. IX, Liceul ”P. Rumianțev” , or. Cahul
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Partners, contributions	textaria	-
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Success stories (max. 1000 symbols)	textaria	Copii au luat din internet mode de construcție cum se gătesc Măștile de Anul nou și mai ales gătirea caprei de anul nou pentru colindat. Sursa:http://vimeo.com/56189731
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload photos	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload other documents	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Success stories	textaria	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload photos	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload other documents	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Success stories	textaria	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload photos	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Upload other documents	file	
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Add a question	textaria	-
2013-12-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Add a feedback	textaria	Felicitări cu Anul 2014 Pe toată lumea:”...Anul nou bate la uşă, răul facă-se cenuşă, bucurii şi sănătate ,Domnul să vă dea de toate, şi când nici nu vă gândiţi, să fiţi şi mai fericiţi! La Mulţi Ani!...”
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Number of all new unique users to library 	numeric	387
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of registered/unique users of each gender (female) 	numeric	236
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of registered/unic users of each gender (male)	numeric	151
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	0-16 years	numeric	31
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	17-30 year	numeric	193
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	31-57 year	numeric	87
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	58 - ... year	numeric	76
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Total number of physical visits during this month 	numeric	1245
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-01-01	urban	Cahul	Cahul	Biblioteca Raionala Cahul	If answered yes to previous question, indicate number of visits.	numeric	1300
